LA1,LA2,LB1,LB2,RA1,RA2,RB,IPMR CODE,"U:Used 
A:Allocated 
N:Not used 
D:DO NOT USE",Priority group for making,RING,DATE,Project,GRID,SITENAME,AGE,TAG,Old ring,,Colours,B,G,L,N,O,R,W,Y,M
W,,O,W,W,G,M,"LAW;LBO,W;RAW,G;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,W,L,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,W,N,M,"LAW;LBO,W;RAW,N;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,W,O,M,"LAW;LBO,W;RAW,O;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
W,,O,W,W,R,M,"LAW;LBO,W;RAW,R;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,W,W,M,"LAW;LBO,W;RAW,W;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,W,Y,M,"LAW;LBO,W;RAW,Y;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,B,M,"LAW;LBO,W;RAY,B;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,G,M,"LAW;LBO,W;RAY,G;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,L,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,N,M,"LAW;LBO,W;RAY,N;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,O,M,"LAW;LBO,W;RAY,O;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,R,M,"LAW;LBO,W;RAY,R;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,W,M,"LAW;LBO,W;RAY,W;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,Y,Y,M,"LAW;LBO,W;RAY,Y;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,B,M,"LAY;LBO,W;RAB,B;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,G,M,"LAY;LBO,W;RAB,B;RBM",D,,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,N,M,"LAY;LBO,W;RAB,B;RBM",D,,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,O,M,"LAY;LBO,W;RAB,O;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,R,M,"LAY;LBO,W;RAB,R;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,W,M,"LAY;LBO,W;RAB,W;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,B,Y,M,"LAY;LBO,W;RAB,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,B,M,"LAY;LBO,W;RAG,B;RBM",D,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,G,M,"LAY;LBO,W;RAG,G;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,N,M,"LAY;LBO,W;RAG,N;RBM",D,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,O,M,"LAY;LBO,W;RAG,O;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,R,M,"LAY;LBO,W;RAG,R;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,W,M,"LAY;LBO,W;RAG,W;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,G,Y,M,"LAY;LBO,W;RAG,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,B,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,G,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,N,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,O,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,R,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,W,M,,D,,,,,,,,,,,,,,,,,,,,
Y,,O,W,L,Y,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,B,M,"LAY;LBO,W;RAN,B;RBM",D,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,G,M,"LAY;LBO,W;RAN,B;RBM",D,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,N,M,"LAY;LBO,W;RAN,B;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,O,M,"LAY;LBO,W;RAN,O;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,R,M,"LAY;LBO,W;RAN,R;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,W,M,"LAY;LBO,W;RAN,W;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,N,Y,M,"LAY;LBO,W;RAN,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,B,M,"LAY;LBO,W;RAO,B;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,G,M,"LAY;LBO,W;RAO,G;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,N,M,"LAY;LBO,W;RAO,N;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,O,M,"LAY;LBO,W;RAO,O;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,R,M,"LAY;LBO,W;RAO,R;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,W,M,"LAY;LBO,W;RAO,W;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,O,Y,M,"LAY;LBO,W;RAO,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,B,M,"LAY;LBO,W;RAR,B;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,G,M,"LAY;LBO,W;RAR,G;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,N,M,"LAY;LBO,W;RAR,N;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,O,M,"LAY;LBO,W;RAR,O;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,R,M,"LAY;LBO,W;RAR,R;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,W,M,"LAY;LBO,W;RAR,W;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,R,Y,M,"LAY;LBO,W;RAR,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,B,M,"LAY;LBO,W;RAW,B;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,G,M,"LAY;LBO,W;RAW,G;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,N,M,"LAY;LBO,W;RAW,N;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,O,M,"LAY;LBO,W;RAW,O;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,R,M,"LAY;LBO,W;RAW,R;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,W,M,"LAY;LBO,W;RAW,W;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,W,Y,M,"LAY;LBO,W;RAW,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,B,M,"LAY;LBO,W;RAY,B;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,G,M,"LAY;LBO,W;RAY,G;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,L,M,,N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,N,M,"LAY;LBO,W;RAY,N;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,O,M,"LAY;LBO,W;RAY,O;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,R,M,"LAY;LBO,W;RAY,R;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,W,M,"LAY;LBO,W;RAY,W;RBM",N,,,,,,,,,,,,,,,,,,,,
Y,,O,W,Y,Y,M,"LAY;LBO,W;RAY,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
